date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-04-15 16:43:48,BarackObama,,4529,32563,116238,"Democracy depends on an informed citizenry and social cohesion. Here’s a look at how misinformation can spread through social media, and why it can hurt our ability to respond to crises.https://www.nytimes.com/2020/04/13/science/putin-russia-disinformation-health-coronavirus.html …",,,,1250464854114213889,https://twitter.com/BarackObama/status/1250464854114213889
2020-04-14 16:02:07,BarackObama,,4450,18663,92765,For all of us who love this country and are willing to do our part to make sure it lives up to its highest ideals – now’s the time to fight for what we believe in. Join us at http://JoeBiden.com . And I’ll see you on the campaign trail as soon as I can.,,,,1250091976487317507,https://twitter.com/BarackObama/status/1250091976487317507
2020-04-14 15:47:23,BarackObama,,49429,159703,539497,I’m proud to endorse my friend @JoeBiden for President of the United States. Let's go:https://twitter.com/i/broadcasts/1PlJQmrlRMzJE …,,@JoeBiden,,1250088269502709762,https://twitter.com/BarackObama/status/1250088269502709762
2020-04-13 18:01:58,BarackObama,,3016,22257,107402,"Dreamers have contributed so much to our country, and they are risking their lives fighting on the frontlines of this pandemic. They deserve permanent immigration status and a pathway to citizenship—as they are Americans in every way but on paper.https://www.washingtonpost.com/immigration/dreamers-risk-lives-on-pandemics-front-lines-while-they-await-court-ruling/2020/04/11/d34a7b58-76c4-11ea-85cb-8670579b863d_story.html …",,,,1249759749102546946,https://twitter.com/BarackObama/status/1249759749102546946
2020-04-13 15:33:36,BarackObama,,5892,37379,176791,We can't deny that racial and socioeconomic factors are playing a role in who is being hit the hardest by the virus. It's a reminder for our policymakers to keep our most vulnerable communities at the forefront when making decisions.https://www.theatlantic.com/ideas/archive/2020/04/coronavirus-exposing-our-racial-divides/609526/ …,,,,1249722411781668865,https://twitter.com/BarackObama/status/1249722411781668865
2020-04-12 14:41:33,BarackObama,,14411,55839,521739,"Although our celebrations may look different this year, our unwavering faith remains the same. For me, Easter is a time of hope––a reminder of rebirth and renewal––and a belief in a better day to come. From my family to yours, we wish you all a blessed and joyful Easter.pic.twitter.com/xEsgxOarQ5",,,,1249346924102275072,https://twitter.com/BarackObama/status/1249346924102275072
2020-04-10 21:08:07,BarackObama,,3101,13112,55397,Let’s not use the tragedy of a pandemic to compromise our democracy. Check the facts of vote by mail.https://www.nytimes.com/2020/04/10/us/politics/vote-by-mail.html …,,,,1248719432563732482,https://twitter.com/BarackObama/status/1248719432563732482
2020-04-10 21:08:06,BarackObama,,2225,9822,57320,"Everyone should have the right to vote safely, and we have the power to make that happen. This shouldn't be a partisan issue.https://www.npr.org/2020/04/10/831059882/coronavirus-may-reshape-who-votes-and-how-in-the-2020-election …",,,,1248719429904429056,https://twitter.com/BarackObama/status/1248719429904429056
2020-04-10 21:08:05,BarackObama,,9244,37407,190862,No one should be forced to choose between their right to vote and their right to stay healthy like the debacle in Wisconsin this week.https://www.nytimes.com/2020/04/07/us/politics/wisconsin-election-coronavirus.html?referringSource=articleShare …,,,,1248719426352005120,https://twitter.com/BarackObama/status/1248719426352005120
2020-04-10 13:50:02,BarackObama,,6259,42459,202719,"Some good news: states that started social distancing early and aggressively, like California, have avoided overwhelmed health care systems. It’s critical that we continue to listen to the evidence and experts and practice social distancing.https://www.npr.org/sections/health-shots/2020/04/07/825479416/new-yorks-coronavirus-deaths-may-level-off-soon-when-might-your-state-s-peak …",,,,1248609184767078405,https://twitter.com/BarackObama/status/1248609184767078405
2020-04-09 21:00:27,BarackObama,BloombergDotOrg,4593,27619,141019,"Mayors have been working hard to help us get through this pandemic, and they’ll have just as big a task to help people through hard times ahead. I spent some time with many of them today to thank them for their efforts, and asked them to keep up the good work.https://twitter.com/bloombergdotorg/status/1248350754101964801 …",,,,1248355116773769216,https://twitter.com/BarackObama/status/1248355116773769216
2020-04-08 21:18:19,BarackObama,,5032,29030,255866,"Through centuries of persecution, exile and struggle, the story of Passover has reminded the Jewish people––and all of humanity––of the power to overcome even the greatest of odds. Michelle and I send our warmest wishes to those celebrating with loved ones at home or virtually.",,,,1247997223360704512,https://twitter.com/BarackObama/status/1247997223360704512
2020-04-08 14:15:54,BarackObama,,9052,45137,202121,"Social distancing bends the curve and relieves some pressure on our heroic medical professionals. But in order to shift off current policies, the key will be a robust system of testing and monitoring – something we have yet to put in place nationwide.https://www.nytimes.com/2020/04/06/upshot/coronavirus-four-benchmarks-reopening.html …",,,,1247890918440448003,https://twitter.com/BarackObama/status/1247890918440448003
2020-04-07 18:40:15,BarackObama,,2021,9745,84882,"My advisor and friend @cecmunoz has been someone I’ve turned to for years. In her new book, More Than Ready, she shares her story and an empowering message to women, especially women of color, that they are the leaders we need to make a change in our world.pic.twitter.com/6bQski6N23",,@cecmunoz,,1247595056875425794,https://twitter.com/BarackObama/status/1247595056875425794
2020-04-07 16:02:23,BarackObama,,10287,108160,599929,"It’s World Health Day, and we owe a profound debt of gratitude to all our medical professionals. They’re still giving their all for us every day, at great risk to themselves, and we can’t thank them enough for their bravery and their service.",,,,1247555328365023238,https://twitter.com/BarackObama/status/1247555328365023238
2020-04-06 22:54:01,BarackObama,,1679,9691,83013,"Bill Withers was a true American master. His music, rooted in the everyday joys and sorrows of working people, was soulful, wise and life-affirming––a perfect tonic for hard times.https://open.spotify.com/playlist/37i9dQZF1DX5MwHlrzAPLQ?si=64sYCtr1S8O9CPKxx347cA …",,,,1247296532623261697,https://twitter.com/BarackObama/status/1247296532623261697
2020-04-06 18:45:29,BarackObama,,5225,42895,185788,"As she often does, @SenWarren provides a cogent summary of how federal policymakers should be thinking about the pandemic in the coming months.https://www.vox.com/policy-and-politics/2020/4/6/21207338/elizabeth-warren-coronavirus-covid-19-recession-depression-presidency-trump …",,@SenWarren,,1247233987304660993,https://twitter.com/BarackObama/status/1247233987304660993
2020-04-01 14:47:48,BarackObama,,5813,31052,136016,"It's Census Day and we all have a crucial role to play. Filling out the 2020 Census determines what the next decade will look like for your community: your roads, health care, schools, representation and more. Takes a few minutes by mail, phone or online. http://my2020census.gov/",,,,1245362232931880960,https://twitter.com/BarackObama/status/1245362232931880960
2020-03-31 15:19:04,BarackObama,,39860,92164,343942,"We've seen all too terribly the consequences of those who denied warnings of a pandemic. We can't afford any more consequences of climate denial. All of us, especially young people, have to demand better of our government at every level and vote this fall.https://www.latimes.com/politics/story/2020-03-31/trump-rolls-back-fuel-economy-standards …",,,,1245007713387544576,https://twitter.com/BarackObama/status/1245007713387544576
2020-03-30 17:03:55,BarackObama,,5024,27603,172156,"So many Americans right now are stepping up to help their communities. Zohaib Begg, a 7-year-old from VA, is one of them. This inspiring kid has been gathering supplies from hotels to donate to the medical professionals at his local hospital.https://patch.com/virginia/ashburn/second-grade-boy-collects-6-000-masks-caps-hospital-workers …",,,,1244671710198104064,https://twitter.com/BarackObama/status/1244671710198104064
2020-03-28 19:56:14,BarackObama,,488,2646,27370,We are grateful for what he did for this country. He carried the baton longer and surer than almost anybody. It falls to the rest of us now to pick it up and never stop moving forward until we finish what he started—that journey to justice.,,,,1243990301175353345,https://twitter.com/BarackObama/status/1243990301175353345
2020-03-28 19:56:14,BarackObama,,557,3708,35539,"What a joy it was to watch him pray and preach. I took heart in him saying, “We ain’t going back. We’ve come too far, marched too long, prayed too hard, wept too bitterly, bled too profusely, and died too young to let anybody turn back the clock on our journey to justice.”",,,,1243990300009402368,https://twitter.com/BarackObama/status/1243990300009402368
2020-03-28 19:56:13,BarackObama,,2197,14649,135645,"Rev. Joseph Lowery was a giant who let so many of us stand on his shoulders. With boundless generosity, patience, and moral courage, he encouraged a new generation of activists and leaders. Michelle and I remember him fondly today, and our love and prayers are with his family.pic.twitter.com/xxjY2habOm",,,,1243990296385466368,https://twitter.com/BarackObama/status/1243990296385466368
2020-03-27 17:43:32,BarackObama,,8516,51469,296300,"During this crisis, our grocery store clerks, delivery drivers, transit and utility workers—along with so many others—have been selflessly getting up every day to make sure we have the things we need. And for that, we say thank you.https://www.wsj.com/articles/unexpected-heroes-on-the-frontlines-of-americas-coronavirus-lockdown-11585058205 …",,,,1243594515677622274,https://twitter.com/BarackObama/status/1243594515677622274
2020-03-26 00:00:34,BarackObama,,1488,10070,44999,"And this article provides a great example of the kind of community spirit that we need to get through this—a spirit that we can hopefully learn to instill more of into our lives, workplaces, civic institutions, and government once the crisis has passed.https://www.washingtonpost.com/opinions/2020/03/24/canada-an-inspiring-movement-emerges-response-coronavirus/ …",,,,1242964623504158720,https://twitter.com/BarackObama/status/1242964623504158720
2020-03-26 00:00:33,BarackObama,,9322,66574,221631,Here’s a useful overview of the likely scenarios that the world will be facing in the coming months while managing this pandemic. So much depends on our ability to make good decisions going forward along with our ability to remain resilient.https://www.theatlantic.com/health/archive/2020/03/how-will-coronavirus-end/608719/ …,,,,1242964620870070272,https://twitter.com/BarackObama/status/1242964620870070272
2020-03-25 14:11:51,BarackObama,,4234,35408,151524,These are the burdens our medical heroes already face in NYC. It's only going to get harder across the country. Another reason to maintain social distancing policies at least until we have comprehensive testing in place. Not just for our sake—for theirs.https://www.newyorker.com/news/our-local-correspondents/shits-really-going-to-hit-the-fan-inside-new-yorks-overburdened-hospitals …,,,,1242816471572545536,https://twitter.com/BarackObama/status/1242816471572545536
2020-03-24 16:50:08,BarackObama,Craig_A_Spencer,3861,44688,228707,Our medical professionals are heroes putting their lives on the line to keep our country going. Here's a look at how an ER doctor who already fought on the front lines of one crisis makes it through a day in this one. A good reminder for us to help them out by staying home.https://twitter.com/Craig_A_Spencer/status/1242302400762908685 …,,,,1242493913337913345,https://twitter.com/BarackObama/status/1242493913337913345
2020-03-23 15:43:41,BarackObama,,5264,38924,133214,Here’s a useful summary of the current best thinking among public health experts on how we need to approach the fight against COVID-19 in the coming weeks.https://www.nytimes.com/2020/03/22/health/coronavirus-restrictions-us.html …,,,,1242114805588267008,https://twitter.com/BarackObama/status/1242114805588267008
2020-03-23 14:41:49,BarackObama,,19689,62159,359400,"Ten years ago today, I signed the Affordable Care Act into law. It protected preexisting conditions, cut the uninsured rate in half, and lots more. But it's still under political attack right when we need care the most. We have to protect it, build on it, until we cover everyone.pic.twitter.com/zz2v3DzMgq",,,,1242099236231053314,https://twitter.com/BarackObama/status/1242099236231053314
2020-03-21 13:24:06,BarackObama,,2079,15136,98393,Sometimes it takes the wisdom and resilience of those who have been marginalized for all of us to remember the importance of community and mutual aid.,,,,1241354902875619329,https://twitter.com/BarackObama/status/1241354902875619329
2020-03-21 13:24:06,BarackObama,,343,5718,44109,"And @cripchick, a disabled activist, understands what it’s like for people with particular vulnerabilities to come together for support:https://www.kqed.org/news/11806414/coronavirus-how-these-disabled-activists-are-taking-matters-into-their-own-sanitized-hands …",,@cripchick,,1241354900677832709,https://twitter.com/BarackObama/status/1241354900677832709
2020-03-21 13:24:05,BarackObama,,954,5423,31703,. @sullydish witnessed the impact of HIV-AIDS on the LGBT community in the early stages of that devastating disease:https://nymag.com/intelligencer/2020/03/andrew-sullivan-how-to-survive-the-coronavirus-pandemic.html …,,@sullydish,,1241354898299633664,https://twitter.com/BarackObama/status/1241354898299633664
2020-03-21 13:24:05,BarackObama,,6755,37246,233980,"Here are a few stories that have less to do with the very real medical or economic aspects of this crisis, and more with how we take care of each other as a human family during all crises:",,,,1241354895829106688,https://twitter.com/BarackObama/status/1241354895829106688
2020-03-19 15:25:09,BarackObama,,692,4138,22880,"The best part of my job was meeting people like this—ready to make a selfless act in a time of need. Many Americans are already making deep sacrifices to keep our communities healthy, but if you’re able to, consider helping those hit the hardest.https://www.charitynavigator.org/index.cfm?bay=content.view&cpid=7779 …",,,,1240660590600892417,https://twitter.com/BarackObama/status/1240660590600892417
2020-03-19 15:25:09,BarackObama,,523,6468,43044,. @rgay and @SheaSerrano are using their feeds to directly support people in need—and helping shift our ideas about how to approach giving.https://www.nytimes.com/2020/03/16/business/coronavirus-bills-charity.html …,,@rgay @SheaSerrano,,1240660587677450244,https://twitter.com/BarackObama/status/1240660587677450244
2020-03-19 15:25:08,BarackObama,,96,1687,11236,"In my old neighborhood, the @BSAllianceChi established a crisis pantry to provide food and essential items for particularly vulnerable queer and trans residents on the South and West sides of Chicago. https://blockclubchicago.org/2020/03/17/brave-space-alliance-opens-crisis-pantry-for-south-side-lgbtqia-residents/ …",,@BSAllianceChi,,1240660584800161793,https://twitter.com/BarackObama/status/1240660584800161793
2020-03-19 15:25:07,BarackObama,,102,1461,7544,". @ObamaFoundation Fellow @alexsmith1982 is helping seniors fight loneliness in the UK through a mix of new and old technology: online chats through Zoom and Skype, and postcards and poems shared by younger neighbors.https://www.huffingtonpost.co.uk/entry/coronavirus-lonely-neighbours-elderly-connection-social-contact_uk_5e6b785cc5b6747ef11b3bfb …",,@ObamaFoundation @alexsmith1982,,1240660582090657799,https://twitter.com/BarackObama/status/1240660582090657799
2020-03-19 15:25:07,BarackObama,,2129,15106,79399,Some great stories of big-hearted people coming up with new ways to come together—even while remaining apart—to help the vulnerable who face some very tough times ahead.https://www.washingtonpost.com/local/neighborhood-groups-across-the-washington-area-are-forming-militias-of-caring-and-help/2020/03/16/dfc970be-6788-11ea-b313-df458622c2cc_story.html …,,,,1240660579200700419,https://twitter.com/BarackObama/status/1240660579200700419
2020-03-18 14:57:45,BarackObama,,1271,7963,52575,"In the meantime, remember to check up by phone on elderly or vulnerable friends and neighbors who may need our help.",,,,1240291304573227009,https://twitter.com/BarackObama/status/1240291304573227009
2020-03-18 14:57:44,BarackObama,,3153,26600,111152,"As communities have begun to recognize the importance of social distancing measures to “flatten the curve” on COVID-19 transmission, here’s a sober but useful primer on what we should expect in the coming months:https://www.nytimes.com/2020/03/17/opinion/coronavirus-social-distancing-effect.html …",,,,1240291302811500549,https://twitter.com/BarackObama/status/1240291302811500549
2020-03-17 16:49:38,BarackObama,RachelPatzerPhD,8468,93808,527691,We owe a profound debt of gratitude to all our health professionals and everybody who’ll be on the front lines of this pandemic for a long while. They’re giving everything. May we all model our own behavior on their selflessness and sacrifice as we help each other through this.https://twitter.com/RachelPatzerPhD/status/1239726900446191617 …,,,,1239957076211834881,https://twitter.com/BarackObama/status/1239957076211834881
2020-03-15 19:09:21,BarackObama,,3811,40151,203731,"Not everybody can stay home, and we owe a big debt of gratitude to health professionals, transit and airport workers, first responders, and everyone keeping our communities going. Leaders have to step up to support people whose lives and livelihoods take a hit in the weeks ahead.",,,,1239267459028353024,https://twitter.com/BarackObama/status/1239267459028353024
2020-03-15 19:08:57,BarackObama,,10072,126555,388480,"Watch this. It shows why we should all do the right thing and stay home to the fullest extent possible. All of us can help slow the spread of the virus, protecting the elderly, the vulnerable, and each other.https://www.washingtonpost.com/graphics/2020/world/corona-simulator/ …",,,,1239267360739074048,https://twitter.com/BarackObama/status/1239267360739074048
2020-03-14 14:11:06,BarackObama,,5047,47556,320920,"A shout out to Kevin, Giannis, Zion, Blake, Steph and all the players, owners and organizations who are setting a good example during a challenging time. A reminder that we’re a community, and that each of us has an obligation to look out for each other.https://www.cnn.com/2020/03/13/us/nba-player-donations-coronavirus-trnd/index.html …",,,,1238830014432522240,https://twitter.com/BarackObama/status/1238830014432522240
2020-03-12 23:00:56,BarackObama,,18010,167110,581342,"If you’re wondering whether it’s an overreaction to cancel large gatherings and public events (and I love basketball), here’s a useful primer as to why these measures can slow the spread of the virus and save lives. We have to look out for each other.https://www.vox.com/2020/3/10/21171481/coronavirus-us-cases-quarantine-cancellation …",,,,1238238576141352966,https://twitter.com/BarackObama/status/1238238576141352966
2020-03-10 20:50:11,BarackObama,,3872,20239,95708,"In the midst of campaign season, it’s important to look squarely at what’s at stake. This article speaks to one of the disturbing long term trends that we as voters and citizens need to expect our government to address.https://www.nytimes.com/interactive/2020/03/06/opinion/working-class-death-rate.html …",,,,1237480895466127361,https://twitter.com/BarackObama/status/1237480895466127361
2020-03-07 15:18:26,BarackObama,,3540,30212,244749,"55 years ago, when a group of civil rights organizers crossed the Edmund Pettus Bridge, they carried America with them. Today, let's honor that legacy by continuing their work to protect and exercise our foundational right to vote.pic.twitter.com/zhMeTA3kFj",,,,1236310244508254208,https://twitter.com/BarackObama/status/1236310244508254208
2020-03-04 16:52:19,BarackObama,,14245,131438,614282,"Protect yourself and your community from coronavirus with common sense precautions: wash your hands, stay home when sick and listen to the @CDCgov and local health authorities. Save the masks for health care workers. Let’s stay calm, listen to the experts, and follow the science.",,@CDCgov,,1235246706817630208,https://twitter.com/BarackObama/status/1235246706817630208
2020-03-03 21:34:30,BarackObama,,4192,28434,329900,"Michelle and I are sending our prayers to those affected by the severe storms in Tennessee, especially to those who lost loved ones. Our hearts are with you and the first responders working so diligently to protect the vibrant communities of Nashville.",,,,1234955335305175041,https://twitter.com/BarackObama/status/1234955335305175041
2020-02-28 15:49:05,BarackObama,,1187,4997,24245,America needs you as states prepare for the next round of redistricting. It's up to all of us to make sure we have a fair democracy. Join me in the fight for fair maps. Join me and @allontheline today: http://allontheline.org/volunteer,,@allontheline,,1233418854686216192,https://twitter.com/BarackObama/status/1233418854686216192
2020-02-28 15:48:25,BarackObama,allontheline,2333,13416,70413,"Shirley Chisholm said ""You don't make progress by standing on the sidelines, whimpering and complaining. You make progress by implementing ideas."" All across this country, right now, people are coming together to create extraordinary change.https://twitter.com/allontheline/status/1233050375650979840 …",,,,1233418687308234754,https://twitter.com/BarackObama/status/1233418687308234754
2020-02-24 21:57:19,BarackObama,,3661,44344,397629,"After a lifetime of reaching for the stars, today, Katherine Johnson landed among them. She spent decades as a hidden figure, breaking barriers behind the scenes. But by the end of her life, she had become a hero to millions—including Michelle and me.pic.twitter.com/isG29nwBiB",,,,1232061971148746754,https://twitter.com/BarackObama/status/1232061971148746754
2020-02-21 15:34:33,BarackObama,,4106,32839,334438,"Happy birthday to one of my heroes — someone who believed our right to vote was more important than his own life. Thanks for making good trouble for 80 years, @repjohnlewis.pic.twitter.com/LqMuvmpbLp",,@repjohnlewis,,1230878481543725056,https://twitter.com/BarackObama/status/1230878481543725056
2020-02-19 00:51:40,BarackObama,,629,3247,19021,https://www.nytimes.com/2020/02/11/health/chile-soda-warning-label.html …,,,,1229931522758774787,https://twitter.com/BarackObama/status/1229931522758774787
2020-02-19 00:51:21,BarackObama,,3112,15899,87398,"Here are a couple of articles that are worth reading — from housing to health, these stories use data to explore challenges we face and demonstrate how policy solutions along with civic engagement can make a real difference in people’s lives.https://www.nytimes.com/2020/02/13/business/economy/housing-crisis-conor-dougherty-golden-gates.html …",,,,1229931441624145920,https://twitter.com/BarackObama/status/1229931441624145920
2020-02-17 15:46:53,BarackObama,,78957,115571,787177,"Eleven years ago today, near the bottom of the worst recession in generations, I signed the Recovery Act, paving the way for more than a decade of economic growth and the longest streak of job creation in American history.pic.twitter.com/BmdXrxUAUf",,,,1229432034650722304,https://twitter.com/BarackObama/status/1229432034650722304
2020-02-14 17:40:29,BarackObama,,7975,58376,757920,"Happy Valentine’s Day to my forever dance partner, @MichelleObama.pic.twitter.com/lHvTGUwEHr",,@MichelleObama,,1228373460616962048,https://twitter.com/BarackObama/status/1228373460616962048
2020-02-13 15:31:32,BarackObama,,2025,15782,117039,"What a great example of citizenship, what each of us can do to make a difference for all of us:https://www.cnn.com/2020/02/10/us/new-york-deli-five-seconds-free-food-math-trnd/index.html …",,,,1227978620926296064,https://twitter.com/BarackObama/status/1227978620926296064
2020-02-11 21:05:32,BarackObama,,22405,53440,202917,"Even if the methods are new, sowing the seeds of doubt, division, and discord to turn Americans against each other is an old trick. The antidote is citizenship: to get engaged, organized, mobilized, and to vote - on every level, in every election.https://www.theatlantic.com/magazine/archive/2020/03/the-2020-disinformation-war/605530/ …",,,,1227337897692495873,https://twitter.com/BarackObama/status/1227337897692495873
2020-02-11 18:09:29,BarackObama,,5247,28688,282666,"Thirty years on, I remember the hope we all felt watching Mandela’s release from prison. The gift of a new way of seeing. The chance to participate in the work of building a better world. The ultimate example of perseverance and faith for each new generation to follow.",,,,1227293592860987392,https://twitter.com/BarackObama/status/1227293592860987392
2020-02-10 02:38:19,BarackObama,NetflixFilm,3754,24398,184500,"Congrats to Julia and Steven, the filmmakers behind American Factory, for telling such a complex, moving story about the very human consequences of wrenching economic change. Glad to see two talented and downright good people take home the Oscar for Higher Ground’s first release.https://twitter.com/NetflixFilm/status/1226689935991697408 …",,,,1226696870292008960,https://twitter.com/BarackObama/status/1226696870292008960
2020-02-01 20:36:40,BarackObama,,6107,49187,331659,"Sixty years ago today, the Greensboro Four stood up to injustice by sitting down at a lunch counter. Our journey is full of such stories; of acts of patriotic protest that challenge this country we love to live up to our highest ideals, however long it takes. #BlackHistoryMonth",,,#BlackHistoryMonth,1223706755693187078,https://twitter.com/BarackObama/status/1223706755693187078
2020-01-26 21:56:16,BarackObama,,17309,681715,4111134,Kobe was a legend on the court and just getting started in what would have been just as meaningful a second act. To lose Gianna is even more heartbreaking to us as parents. Michelle and I send love and prayers to Vanessa and the entire Bryant family on an unthinkable day.,,,,1221552460768202756,https://twitter.com/BarackObama/status/1221552460768202756
2020-01-20 14:35:29,BarackObama,,5326,53243,264872,"Every so often, I re-read Dr. King’s Letter from a Birmingham Jail. While some of the injustices may have changed, his poetic brilliance, moral clarity, and tests of conscience still reverberate today. Take a moment to reflect on his righteous call:https://www.theatlantic.com/magazine/archive/2018/02/letter-from-birmingham-jail/552461/ …",,,,1219267208250941440,https://twitter.com/BarackObama/status/1219267208250941440
2020-01-17 14:13:19,BarackObama,,43708,393025,2793561,"In every scene, you are my star, @MichelleObama! Happy birthday, baby!pic.twitter.com/hgMBhHasBj",,@MichelleObama,,1218174463046553600,https://twitter.com/BarackObama/status/1218174463046553600
2020-01-13 14:13:44,BarackObama,,3500,11196,131537,Glad to see American Factory’s Oscar nod for Best Documentary. It’s the kind of story we don’t see often enough and it’s exactly what Michelle and I hope to achieve with Higher Ground. Congrats to the incredible filmmakers and entire team!,,,,1216725015695183872,https://twitter.com/BarackObama/status/1216725015695183872
2020-01-12 18:35:50,BarackObama,,4074,31369,136851,"Our fellow Americans in Puerto Rico can use our support after this week’s earthquakes. They’ve shown their enduring spirit over the past couple years, and it’s up to us to pull together for one another once again. I hope you’ll support their recovery:https://www.nbcnewyork.com/news/national-international/how-to-help-puerto-rico-after-deadly-earthquake/2256870/ …",,,,1216428587328458754,https://twitter.com/BarackObama/status/1216428587328458754
2020-01-09 21:01:14,BarackObama,,1732,6060,39081,"Here’s the thing: Even with problems of this magnitude, each of us can still find a way to make change. That’s why I’m proud of young people like Alice Mahar, a environmental activist in Melbourne. Read about her and find ways you can help, too:https://www.obama.org/updates/how-you-can-help-australia/ …",,,,1215378018790707205,https://twitter.com/BarackObama/status/1215378018790707205
2020-01-09 21:00:08,BarackObama,,11219,37783,210252,The catastrophic fires in Australia are the latest example of the very real and very urgent consequences of climate change. It’s on us to stay focused and protect the one planet we’ve got for the next generation:http://nymag.com/intelligencer/2019/12/new-south-wales-fires-in-australia-the-worlds-response.html …,,,,1215377738858663937,https://twitter.com/BarackObama/status/1215377738858663937
2020-01-02 23:49:54,BarackObama,,2853,6310,87284,"With David Stern’s passing, I’m reflecting on everything he did to take the NBA global, creating entire new generations of fans pretending to be like Mike or any of their favorite players on driveways and playgrounds around the world.pic.twitter.com/8QMCazx2Fs",,,,1212883749727158273,https://twitter.com/BarackObama/status/1212883749727158273
2020-01-01 17:16:44,BarackObama,,22881,136230,1084643,"Here’s to a happy, healthy, and hopeful 2020. Happy New Year, everybody!",,,,1212422416716247040,https://twitter.com/BarackObama/status/1212422416716247040
2019-12-30 17:02:44,BarackObama,,12230,69453,445506,"From hip-hop to country to The Boss, here are my songs of the year. If you’re looking for something to keep you company on a long drive or help you turn up a workout, I hope there’s a track or two in here that does the trick.pic.twitter.com/mQ2VssyDwt",,,,1211694118767738886,https://twitter.com/BarackObama/status/1211694118767738886
2019-12-30 00:33:16,BarackObama,,3013,27032,229743,"If there’s one thing I love about @RepJohnLewis, it’s his incomparable will to fight. I know he’s got a lot more of that left in him. Praying for you, my friend.",,@RepJohnLewis,,1211445110694645760,https://twitter.com/BarackObama/status/1211445110694645760
2019-12-29 17:03:13,BarackObama,,7928,28378,228661,"Next up are my favorite movies and TV shows of 2019. Of course, there’s also American Factory, a film from our own production company, Higher Ground, that was recently shortlisted for an Oscar. Here’s the full list:pic.twitter.com/PEcgwotcxm",,,,1211331851358494720,https://twitter.com/BarackObama/status/1211331851358494720
2019-12-28 21:16:40,BarackObama,,10419,45070,277116,"As we wind down 2019, I wanted to share with you my annual list of favorites that made the last year a little brighter. We’ll start with books today — movies and music coming soon. I hope you enjoy these as much as I did.pic.twitter.com/l5qTGkAPok",,,,1211033245812441091,https://twitter.com/BarackObama/status/1211033245812441091
2019-12-25 00:00:22,BarackObama,,33114,76187,1017404,"From the Obama family to yours, Merry Christmas!pic.twitter.com/dNfx52AjMN",,,,1209624889717596161,https://twitter.com/BarackObama/status/1209624889717596161
2019-12-23 20:50:19,BarackObama,,4157,18789,222412,"On behalf of my family, Chag Sameach and Happy Hanukkah! As Jews around the world celebrate, let the menorah’s light remind us all of the miracles in our own lives.",,,,1209214676376141824,https://twitter.com/BarackObama/status/1209214676376141824
2019-12-19 19:54:31,BarackObama,ObamaFoundation,4501,16017,112476,"2019 was full of moments that show humanity at its best—compassionate, entrepreneurial, determined. And yes, hopeful. Take a look to see for yourself.https://twitter.com/ObamaFoundation/status/1207681124748681216 …",,,,1207751083298344961,https://twitter.com/BarackObama/status/1207751083298344961
2019-12-14 16:01:19,BarackObama,,3546,11100,63126,"You can get the zen garden next week, but tomorrow is the last day to sign up for health coverage at http://HealthCare.gov . This year, most current http://HealthCare.gov customers can find an insurance plan with a monthly premium of $10 or less. Get covered today!pic.twitter.com/tPDDSje2ej",,,,1205880457545560066,https://twitter.com/BarackObama/status/1205880457545560066
2019-12-13 18:12:17,BarackObama,,1335,3903,45218,"It was remarkable to be back in the Asia-Pacific region with my sister this week, joined by hundreds of talented and optimistic @ObamaFoundation leaders. They’re making their mark on this region—and the whole world—and that's good for all of us.pic.twitter.com/LsBwoZCliF",,@ObamaFoundation,,1205551025966456832,https://twitter.com/BarackObama/status/1205551025966456832
2019-12-13 03:29:19,BarackObama,,1163,3360,32163,My sister Maya and I are about to take the stage at @ObamaFoundation Leaders: Asia-Pacific. We'll be talking about how growing up in this region made us who we are—and the opportunity today's young people have to shape the future. I hope you'll tune in athttp://obama.org/asia-pacific-19,,@ObamaFoundation,,1205328819185307648,https://twitter.com/BarackObama/status/1205328819185307648
2019-12-10 17:12:50,BarackObama,,6549,21362,114720,"I thought it was about time I share my holiday gift list — a few practical items, all $10 or less. The best one? Health care for you or somebody you care about. The deadline to sign up is December 15. Go to http://HealthCare.gov and get covered.pic.twitter.com/FCU2sRJeoq",,,,1204448901291487233,https://twitter.com/BarackObama/status/1204448901291487233
2019-12-10 11:10:03,BarackObama,,1487,5034,63791,"In Vietnam I had the chance to sit down with some of our @ObamaFoundation leaders and alumni from across the Asia Pacific. From combating climate change in Vietnam to evaluating social impact in Indonesia, they're doing extraordinary work and expanding their impact together.pic.twitter.com/3h2BiVzT2D",,@ObamaFoundation,,1204357605394702336,https://twitter.com/BarackObama/status/1204357605394702336
2019-12-09 18:21:38,BarackObama,,1413,5039,50134,"Because of Paul Volcker, our financial system is stronger and safer for the American people. I’ll remember Paul for his consummate wisdom, untethered honesty, and a level of dignity that matched his towering stature. I’m proud to have called him not just an adviser, but a friend.pic.twitter.com/m3zFR6Q0UF",,,,1204103826338394118,https://twitter.com/BarackObama/status/1204103826338394118
2019-11-28 12:13:46,BarackObama,,13760,40554,389125,"Today, we give thanks for our blessings, give back to those around us, and enjoy some time — and turkey, and maybe a little football — with the ones we love. From the Obama family to yours, Happy Thanksgiving.pic.twitter.com/GEZSGaNSGe",,,,1200024984355250176,https://twitter.com/BarackObama/status/1200024984355250176
